Average Amount/transaction/day,Transaction_amount,Is declined,Total Number of declines/day,isForeignTransaction,isHighRiskCountry,Daily_chargeback_avg_amt,6_month_avg_chbk_amt,6-month_chbk_freq
600.8966429,15623.312719999998,0,0,0,0,0,0.0,0
765.5517242999999,21435.44828,0,0,0,0,0,0.0,0
48.01592859,1008.3345,0,0,0,0,0,0.0,0
977.9319849,10757.25183,0,0,0,0,0,0.0,0
801.2300182999999,29645.51068,0,6,1,0,0,0.0,0
930.4706373,13026.58892,0,0,0,0,0,0.0,0
269.7692987,2427.923688,0,0,0,0,0,0.0,0
916.0180605,27480.54182,0,3,1,1,0,0.0,0
917.5927545,7340.742036,0,0,1,0,0,0.0,0
846.0664458999998,21997.727590000002,0,0,0,0,0,0.0,0
599.7022155000001,4197.915509,0,0,0,0,0,0.0,0
667.4968404,11347.44629,0,0,1,0,0,0.0,0
934.7738683,4673.869342,0,2,0,0,0,0.0,0
222.80705209999996,0.0,0,0,0,0,0,0.0,0
827.2063782,3308.825513,0,0,0,0,0,0.0,0
305.901316,7035.730268000001,0,0,0,0,0,0.0,0
417.0427642,2919.299349,0,0,0,0,0,0.0,0
167.41653300000002,2176.414929,0,0,0,0,0,0.0,0
198.6374929,3376.837379,0,0,0,0,0,0.0,0
6.309560414,164.04857080000002,0,0,1,0,0,0.0,0
827.5099567000001,21515.258869999998,0,0,1,0,0,0.0,0
79.22762322,2376.828697,0,0,0,0,0,0.0,0
977.6033174,22484.8763,0,0,1,0,0,0.0,0
987.8902483999999,18769.914719999997,0,0,0,0,0,0.0,0
964.3739442,6750.617609000001,0,0,0,0,0,0.0,0
692.9511303999999,11087.21809,0,0,0,0,0,0.0,0
720.1816177999999,14403.63236,0,0,0,0,0,0.0,0
628.8589918,6288.589918,0,0,0,0,0,0.0,0
185.8966072,743.5864288,0,0,0,0,0,0.0,0
263.28398319999997,13954.051109999999,0,0,1,1,0,0.0,0
355.27463989999995,8526.591358,0,0,0,0,0,0.0,0
244.6650887,489.3301774,0,0,0,0,0,0.0,0
476.6770881,5243.447969,0,0,0,0,0,0.0,0
856.7223795,5140.334277,0,0,0,0,0,0.0,0
597.0732174,17315.1233,0,0,0,0,0,0.0,0
327.81550219999997,7539.756551,0,0,0,0,0,0.0,0
541.1007341,15150.82055,0,1,0,0,0,0.0,0
809.2980771000001,12948.76923,0,0,0,0,0,0.0,0
800.6665908,16813.99841,0,0,0,0,0,0.0,0
188.2245886,4140.940949,0,0,0,0,0,0.0,0
986.6820773000001,24667.05193,0,0,0,0,0,0.0,0
843.5411337000002,18557.90494,0,0,0,0,0,0.0,0
908.6468831,7269.175065,0,0,0,0,0,0.0,0
644.1259832000001,4508.881882,0,0,0,0,0,0.0,0
475.80870080000005,475.80870080000005,0,0,0,0,0,0.0,0
317.468299,15555.94665,0,2,1,0,0,0.0,0
202.3844016,2833.381622,0,0,0,0,0,0.0,0
620.1060587000001,25424.34841,0,1,0,0,403,391.0,4
950.4055516000001,20908.922140000002,0,0,0,0,0,0.0,0
296.3328,0.0,0,0,1,0,0,0.0,0
500.0,27000.0,0,0,1,1,800,677.2,6
896.5871668999999,19724.91767,0,0,0,0,0,0.0,0
114.7660913,2180.5557350000004,0,0,0,0,0,0.0,0
871.7108647,18305.92816,0,0,0,0,0,0.0,0
321.6215418,3537.83696,0,0,0,0,0,0.0,0
800.0,24800.0,1,1,0,0,754,585.0,7
660.9056456000001,13879.018559999999,0,6,0,0,0,0.0,0
701.9198832999999,2807.679533,0,0,0,0,0,0.0,0
476.5057842,14295.173530000002,0,0,0,0,0,0.0,0
37.03517076,592.5627322,0,0,0,0,0,0.0,0
438.2273135,7449.864329999999,0,0,0,0,0,0.0,0
741.5584216,1483.116843,0,0,0,0,0,0.0,0
182.8927022,3292.06864,0,0,1,0,0,0.0,0
748.9456577000001,18723.64144,0,0,0,0,0,0.0,0
894.7819545,37580.84209,0,9,1,1,0,0.0,0
211.17918509999998,633.5375552999999,0,0,0,0,0,0.0,0
358.47964410000003,9320.470747,0,0,0,0,0,0.0,0
527.101438,15285.9417,0,0,0,0,0,0.0,0
630.3932778,34041.237,0,0,1,1,0,0.0,0
305.4780268,0.0,0,0,0,0,0,0.0,0
368.8570316,368.8570316,0,0,0,0,0,0.0,0
249.6092298,6489.839975,0,0,1,0,0,0.0,0
742.0342534,5936.274027,0,0,0,0,0,0.0,0
561.8878553,15732.85995,0,0,0,0,0,0.0,0
867.0259473,10404.31137,0,0,1,0,0,0.0,0
925.0870281,24977.34976,0,8,1,0,822,485.0,9
744.8665474999999,11172.99821,0,0,0,0,0,0.0,0
342.6809678999999,7538.981294,0,0,0,0,0,0.0,0
988.0672744999999,13832.941840000001,0,0,0,0,0,0.0,0
502.5495754,9548.441933,0,0,0,0,0,0.0,0
192.51884909999998,5583.0466240000005,0,4,0,0,0,0.0,0
65.62947267,1443.848399,0,0,1,0,0,0.0,0
860.6974012000001,51641.84407,0,0,1,1,667,548.0,7
573.8105353,14919.073919999999,0,0,0,0,0,0.0,0
164.61358710000002,164.61358710000002,0,0,0,0,0,0.0,0
410.05301339999994,3690.477121,0,0,1,0,0,0.0,0
40.24518257,120.7355477,0,0,0,0,0,0.0,0
691.4533147999999,16594.87956,0,1,0,0,0,0.0,0
61.29052339,1041.938898,0,0,1,0,0,0.0,0
505.60109220000004,3539.2076450000004,0,0,0,0,0,0.0,0
53.18771869,2553.0104969999998,0,6,1,0,0,0.0,0
629.5727703,16368.89203,0,0,0,0,0,0.0,0
657.2020647999999,8543.626842,0,0,0,0,0,0.0,0
456.118528,8210.133504000001,0,0,0,0,0,0.0,0
324.3670035,6811.707073999999,0,0,0,0,0,0.0,0
500.0,16500.0,1,0,0,0,754,585.0,7
500.0,20500.0,1,0,0,0,754,585.0,7
664.4396972999999,31228.66577,0,0,1,0,0,0.0,0
79.71701187,1275.47219,0,0,0,0,0,0.0,0
781.8714352999999,1563.7428710000002,0,6,0,0,0,0.0,0
908.6692800000001,1817.3385600000001,0,0,0,0,0,0.0,0
530.7618268,3184.570961,0,0,0,0,0,0.0,0
370.7169032,4448.602838000001,0,0,0,0,0,0.0,0
266.0570676,4522.970149,0,0,1,0,0,0.0,0
962.8074737,26958.60926,0,0,0,0,0,0.0,0
134.1767471,939.2372297000001,0,4,0,0,0,0.0,0
810.839516,21081.827419999998,0,0,0,0,0,0.0,0
218.2719168,1527.9034179999999,0,0,0,0,0,0.0,0
396.705396,9124.224108,0,0,0,0,0,0.0,0
879.8709184,21116.90204,0,0,1,0,0,0.0,0
768.5369125,15370.73825,0,0,0,0,0,0.0,0
984.4714264,18704.9571,0,0,0,0,0,0.0,0
319.01937000000004,7018.4261400000005,0,0,0,0,0,0.0,0
400.0,12800.0,1,2,1,1,754,585.0,7
18.19954524,436.7890858,0,0,0,0,0,0.0,0
479.8838579,8637.909442,0,0,0,0,0,0.0,0
316.2852299,5376.848908,0,0,1,0,0,0.0,0
895.6099867999999,50154.15926,0,0,0,0,841,386.0,8
912.3725339,23721.68588,0,2,0,0,0,0.0,0
741.316441,6671.8479689999995,0,0,0,0,0,0.0,0
5.704093201,165.4187028,0,1,0,0,0,0.0,0
380.4101122,8369.022468000001,0,0,0,0,0,0.0,0
682.7257030000001,3413.628515,0,0,0,0,0,0.0,0
255.24215660000002,1531.4529400000001,0,0,0,0,848,427.0,3
640.1624803999999,26246.6617,0,9,1,1,0,0.0,0
780.4589932,12487.34389,0,0,0,0,0,0.0,0
814.1956054,17098.10771,0,0,0,0,0,0.0,0
772.3682727,10813.15582,0,0,0,0,0,0.0,0
570.7143877000001,11985.00214,0,5,0,0,0,0.0,0
149.0483188,2682.869738,0,3,0,0,0,0.0,0
478.9701158,957.9402316,0,0,0,0,0,0.0,0
185.5,11130.0,1,20,0,0,0,0.0,0
2000.0,80000.0,1,2,1,0,754,585.0,7
306.15086329999997,3673.81036,0,6,0,0,0,0.0,0
912.6578109,15515.18279,0,0,0,0,0,0.0,0
117.4985881,1292.484469,0,0,0,0,0,0.0,0
662.3495406000001,2649.398162,0,1,1,0,0,0.0,0
533.9493940000001,13348.73485,0,3,0,0,998,981.0,5
650.6815211,16917.71955,0,5,0,0,0,0.0,0
654.6946975,3273.473488,0,0,0,0,0,0.0,0
845.8661252,16917.3225,0,0,0,0,0,0.0,0
694.7861373,4168.716824,0,0,0,0,0,0.0,0
66.89089521,3143.872075,0,4,1,1,0,0.0,0
151.5412132,1666.953345,0,0,0,0,0,0.0,0
226.83398959999997,453.66797919999993,0,0,0,0,0,0.0,0
480.7311598,6730.236237,0,0,0,0,0,0.0,0
101.5889286,2438.134286,0,0,1,0,0,0.0,0
241.5490722,2415.490722,0,0,0,0,0,0.0,0
421.2386089,19798.21462,0,8,0,0,777,195.0,1
281.63728280000004,4506.196525,0,0,0,0,0,0.0,0
302.16785110000006,7554.196278,0,0,0,0,0,0.0,0
768.3023216,0.0,0,0,0,0,0,0.0,0
967.0755763000001,34814.72075,0,0,1,1,0,0.0,0
797.7126239,8774.838862999999,0,0,0,0,0,0.0,0
354.20201769999994,4250.424212,0,0,0,0,0,0.0,0
986.464559,14796.96839,0,0,0,0,0,0.0,0
782.1991967,0.0,0,0,0,0,0,0.0,0
615.5602077000001,36318.05225,0,0,1,1,0,0.0,0
577.943551,13292.70167,0,0,0,0,0,0.0,0
470.9757801,0.0,0,0,0,0,0,0.0,0
282.3124549,3105.437004,0,0,0,0,0,0.0,0
810.3804191,18638.74964,0,0,0,0,0,0.0,0
360.1311219,7202.622437999999,0,0,0,0,0,0.0,0
880.3143528999999,4401.571765,0,5,0,0,0,0.0,0
818.1752922999999,27817.959939999997,0,0,1,0,0,0.0,0
793.2098758999999,6345.679007,0,0,0,0,0,0.0,0
240.4568315,2164.111484,0,0,0,0,0,0.0,0
973.9951828,7791.961462,0,0,0,0,0,0.0,0
657.3948508999999,3286.974255,0,0,0,0,0,0.0,0
888.4147352,21321.95364,0,4,0,0,0,0.0,0
500.0,22000.0,1,5,0,0,754,585.0,7
183.2905632,5132.13577,0,0,0,0,0,0.0,0
953.2963089,6673.074162,0,0,0,0,0,0.0,0
871.8621512,28771.450989999998,0,9,0,0,789,646.0,4
40.85319545,367.6787591,0,0,0,0,0,0.0,0
992.2760833999998,18853.245580000003,0,0,0,0,0,0.0,0
810.630845,0.0,0,0,0,0,0,0.0,0
886.5549707999999,23050.42924,0,0,0,0,0,0.0,0
247.6550148,7429.650444,0,0,0,0,0,0.0,0
996.9843229,26918.576719999997,0,0,0,0,0,0.0,0
389.2799907,3114.239926,0,1,0,0,0,0.0,0
76.94411519,1000.273497,0,0,1,0,0,0.0,0
807.9100536000001,10502.8307,0,0,0,0,0,0.0,0
221.53987999999998,3987.71784,0,0,0,0,0,0.0,0
843.7823392000001,843.7823392000001,0,0,0,0,0,0.0,0
297.2167658,6241.552082,0,0,1,0,0,0.0,0
584.8443969,9357.51035,0,0,1,0,0,0.0,0
627.4229780000001,15685.57445,0,0,1,0,0,0.0,0
900.7063168,6304.944218,0,0,0,0,0,0.0,0
149.6668688,748.334344,0,0,0,0,0,0.0,0
851.2575795,5107.545477000001,0,6,0,0,0,0.0,0
792.9257084,13479.73704,0,0,0,0,0,0.0,0
67.62343254,743.8577579,0,0,0,0,0,0.0,0
372.53876160000004,5215.542662,0,0,0,0,0,0.0,0
343.4040662,5151.060993,0,0,0,0,0,0.0,0
407.1509492,5292.96234,0,0,0,0,0,0.0,0
793.4039636,2380.211891,0,0,1,0,0,0.0,0
501.23814649999997,5513.6196119999995,0,0,0,0,0,0.0,0
289.56748319999997,2895.674832,0,0,0,0,0,0.0,0
464.1466817,15780.987180000002,0,0,1,0,0,0.0,0
488.9997194,488.9997194,0,0,0,0,0,0.0,0
185.62684199999998,5197.551576,0,0,0,0,0,0.0,0
946.7490621,27455.7228,0,0,0,0,0,0.0,0
58.18715332,465.4972266,0,0,0,0,0,0.0,0
149.4235689,2091.929965,0,0,1,0,0,0.0,0
103.88247729999999,2908.7093640000003,0,0,0,0,0,0.0,0
602.1745806,5419.571225,0,0,0,0,0,0.0,0
320.70808539999996,2244.956598,0,0,0,0,0,0.0,0
714.7537621,12865.567720000001,0,0,0,0,0,0.0,0
256.703344,513.406688,0,0,0,0,0,0.0,0
851.5821556,5109.492934000001,0,0,0,0,0,0.0,0
856.7066756000002,24844.493590000002,0,8,1,1,0,0.0,0
27.36498221,82.09494663,0,0,1,0,0,0.0,0
292.62615800000003,2926.26158,0,0,1,0,0,0.0,0
632.4277385,1264.855477,0,0,0,0,0,0.0,0
314.19685669999996,2199.377997,0,0,1,0,0,0.0,0
452.8647768999999,9510.160315000001,0,0,0,0,0,0.0,0
185.5,2411.5,1,2,0,0,0,0.0,0
514.2896857,7200.0556,0,0,0,0,0,0.0,0
300.32564110000004,7207.815386,0,1,0,0,0,0.0,0
482.5005335,482.5005335,0,0,0,0,0,0.0,0
939.0183637,18780.36727,0,0,0,0,0,0.0,0
744.8022728999999,4468.813636999999,0,0,0,0,0,0.0,0
528.7603986,13747.770359999999,0,0,0,0,0,0.0,0
328.9072018,4275.793623,0,0,0,0,0,0.0,0
895.3100423000001,0.0,0,1,1,0,0,0.0,0
18.66793542,784.0532876,0,0,1,0,973,469.0,8
924.7720703,2774.316211,0,0,0,0,0,0.0,0
292.28421380000003,7891.673773,0,0,1,0,0,0.0,0
685.2157804999999,685.2157804999999,0,0,0,0,0,0.0,0
523.6394888,12043.70824,0,0,0,0,0,0.0,0
239.66781630000003,6231.363224000001,0,5,0,0,0,0.0,0
435.1267301,6091.774221,0,0,0,0,0,0.0,0
634.751585,9521.273775,0,5,0,0,0,0.0,0
265.0921992,1325.460996,0,0,0,0,0,0.0,0
635.925998,6995.185978,0,0,0,0,0,0.0,0
175.9426771,1231.5987400000001,0,0,0,0,0,0.0,0
574.8953529,7473.639587999999,0,0,0,0,0,0.0,0
451.5430818,6321.603145,0,0,0,0,0,0.0,0
865.2955832999999,23362.98075,0,4,0,0,572,166.0,6
856.1217220000001,13697.94755,0,0,0,0,0,0.0,0
343.09661969999996,2744.772958,0,0,1,0,0,0.0,0
734.9744037,7349.744037,0,0,0,0,0,0.0,0
853.1328242000001,5971.929768999999,0,0,0,0,0,0.0,0
281.0932256,5621.864512,0,0,0,0,0,0.0,0
604.4644262999999,14507.14623,0,0,1,0,0,0.0,0
424.30758080000004,9334.766778,0,0,0,0,0,0.0,0
227.9131563,1823.30525,0,0,0,0,0,0.0,0
486.7195137,8760.951246999999,0,0,0,0,0,0.0,0
800.7608253999999,16015.21651,0,0,1,0,0,0.0,0
540.6711096,14057.44885,0,8,1,1,0,0.0,0
939.2610427000001,6574.8272990000005,0,0,0,0,0,0.0,0
176.5628143,176.5628143,0,0,0,0,0,0.0,0
922.0400225999999,16596.720409999998,0,0,0,0,0,0.0,0
781.4563208,21099.320659999998,0,0,0,0,0,0.0,0
560.2115584,16246.13519,0,0,0,0,0,0.0,0
260.0306239,3380.398111,0,0,0,0,0,0.0,0
470.6560213,5177.216234,0,0,0,0,0,0.0,0
350.7991929,8769.979823,0,0,0,0,0,0.0,0
772.1844585,8494.029043999999,0,0,0,0,0,0.0,0
286.3703901,6586.518972,0,0,0,0,0,0.0,0
251.89417999999998,2770.8359800000003,0,2,1,0,0,0.0,0
814.1466471,24424.399409999998,0,9,1,1,0,0.0,0
815.8508538,35081.58671,0,8,1,0,0,0.0,0
645.07165,18062.0062,0,0,1,0,0,0.0,0
901.5045823999999,10818.05499,0,0,0,0,0,0.0,0
982.4389271,982.4389271,0,0,0,0,0,0.0,0
886.8957370999999,44344.78686,0,9,1,1,0,0.0,0
308.87890980000003,926.6367293999999,0,0,1,0,0,0.0,0
123.1615742,1354.777316,0,0,0,0,0,0.0,0
720.274822,20887.96984,0,0,0,0,0,0.0,0
628.3448222999999,16336.965380000001,0,5,1,0,0,0.0,0
204.9659578,11273.12768,0,3,1,0,0,0.0,0
695.3911956000001,1390.782391,0,0,0,0,0,0.0,0
422.614362,5071.372343999999,0,0,0,0,0,0.0,0
349.8045311,1749.0226559999999,0,0,0,0,0,0.0,0
478.605703,7657.691248,0,0,0,0,0,0.0,0
599.6688385,7795.694901000001,0,3,0,0,0,0.0,0
144.9781481,2609.606666,0,0,0,0,0,0.0,0
718.874477,7907.619247,0,0,0,0,0,0.0,0
990.6381759,29719.14528,0,0,0,0,0,0.0,0
168.5114394,1516.602955,0,0,0,0,0,0.0,0
474.1123426,0.0,0,0,0,0,0,0.0,0
234.4246068,6798.313597,0,0,0,0,0,0.0,0
519.225184,8307.602944,0,0,1,0,0,0.0,0
316.2238348,3162.238348,0,0,0,0,0,0.0,0
249.0311392,2241.280253,0,0,1,0,0,0.0,0
634.1684195,0.0,0,0,0,0,0,0.0,0
116.4625751,1863.401202,0,0,0,0,0,0.0,0
502.42659519999995,5024.265952000001,0,0,0,0,0,0.0,0
676.0535665,0.0,0,0,0,0,0,0.0,0
52.50319147,1365.082978,0,8,1,1,0,0.0,0
205.5083867,3493.6425740000004,0,5,0,0,0,0.0,0
325.8021309,6841.844749,0,0,0,0,0,0.0,0
615.4655337,6770.120870999999,0,0,0,0,0,0.0,0
683.7534873,5470.027897999999,0,0,0,0,0,0.0,0
283.2022187,1699.213312,0,0,0,0,0,0.0,0
357.2455622,9288.384617,0,0,0,0,0,0.0,0
29.37352191,616.8439601,0,0,0,0,0,0.0,0
348.0586419,3480.5864189999998,0,0,0,0,0,0.0,0
806.1795426,23379.20674,0,0,0,0,816,811.0,5
254.9159716,6882.7312329999995,0,0,0,0,0,0.0,0
15.74808882,393.7022205,0,0,0,0,0,0.0,0
269.8067961,2158.454369,0,0,0,0,0,0.0,0
654.8001656,25537.206459999998,0,0,1,1,0,0.0,0
379.5732066,5314.024892,0,1,0,0,0,0.0,0
933.1631705,28928.058289999997,0,5,1,0,0,0.0,0
696.4690413,12536.44274,0,0,0,0,0,0.0,0
237.2437568,5693.850163,0,2,0,0,520,467.0,1
386.5582713,773.1165426,0,0,0,0,0,0.0,0
62.22177101,1368.878962,0,0,0,0,0,0.0,0
141.2746971,4238.240913000001,0,0,1,0,0,0.0,0
253.9655417,2031.724334,0,0,0,0,0,0.0,0
511.13273889999994,11244.920259999999,0,0,0,0,0,0.0,0
230.80255699999998,6231.669039,0,0,0,0,0,0.0,0
793.9511923,1587.9023849999999,0,0,0,0,0,0.0,0
917.531656,4587.65828,0,0,0,0,0,0.0,0
240.52330890000002,6013.0827229999995,0,0,0,0,0,0.0,0
438.4793422,10523.50421,0,0,0,0,0,0.0,0
762.6317937000001,16015.26767,0,0,0,0,0,0.0,0
810.32566,12965.21056,0,0,0,0,0,0.0,0
850.5341812,850.5341812,0,0,0,0,0,0.0,0
392.1045883,6273.673413,0,0,1,0,0,0.0,0
96.48211401,2894.46342,0,0,0,0,0,0.0,0
235.675787,5656.218888,0,0,0,0,0,0.0,0
729.1186295,16769.72848,0,2,0,0,0,0.0,0
872.5401707999998,25303.66495,0,0,1,0,0,0.0,0
921.1322117000001,27633.96635,0,0,0,0,0,0.0,0
750.3168352999999,8253.485187999999,0,0,0,0,0,0.0,0
468.00212450000004,11232.05099,0,1,0,0,0,0.0,0
259.99919109999996,5199.983822,0,0,0,0,0,0.0,0
536.652741,1609.958223,0,0,0,0,0,0.0,0
572.3170137,572.3170137,0,0,0,0,0,0.0,0
643.8059097999999,16738.95365,0,0,0,0,0,0.0,0
588.0162,11172.3078,0,0,0,0,0,0.0,0
707.2405587999999,33240.306260000005,0,9,1,0,0,0.0,0
873.5116077,24458.32502,0,0,0,0,0,0.0,0
348.65785189999997,9413.762001000001,0,0,0,0,0,0.0,0
372.6305921,5589.458882,0,0,0,0,0,0.0,0
22.34973474,268.19681690000004,0,0,0,0,0,0.0,0
868.6940641000001,13899.10503,0,0,0,0,0,0.0,0
388.46520810000004,15538.60832,0,8,0,0,954,339.0,6
965.2433656999999,17374.38058,0,0,1,0,0,0.0,0
610.6671137,4885.33691,0,0,0,0,993,285.0,4
714.0986191000001,714.0986191000001,0,0,0,0,0,0.0,0
213.5880344,0.0,0,0,0,0,0,0.0,0
858.5601081,30908.163889999996,0,2,1,1,0,0.0,0
101.461186,5174.520486,0,8,1,0,0,0.0,0
417.333128,9598.661944,0,0,0,0,0,0.0,0
33.401653700000004,868.4429962000002,0,0,0,0,0,0.0,0
477.5880271000001,6686.232379,0,4,1,0,0,0.0,0
544.7163896000001,2178.865558,0,0,0,0,0,0.0,0
182.1339083,3460.544258,0,6,0,0,0,0.0,0
387.93251150000003,9310.380276,0,0,0,0,0,0.0,0
418.127904,9198.813887999999,0,0,0,0,0,0.0,0
435.87676839999995,1743.5070739999999,0,0,0,0,0,0.0,0
520.0143425,10920.30119,0,0,1,0,0,0.0,0
600.5783542,4204.048479,0,0,0,0,0,0.0,0
112.131824,224.263648,0,0,1,0,0,0.0,0
214.12452290000002,1284.7471369999998,0,0,0,0,0,0.0,0
255.1703798,6124.089115,0,0,0,0,0,0.0,0
442.7451543000001,0.0,0,0,0,0,0,0.0,0
1200.0,61200.0,1,0,1,1,754,585.0,7
881.0773247999999,10572.9279,0,0,0,0,0,0.0,0
695.0553947000001,7645.609342,0,0,0,0,0,0.0,0
237.2818398,4033.7912770000003,0,0,1,0,0,0.0,0
593.3443025,1780.032908,0,0,0,0,0,0.0,0
500.0,23000.0,1,5,1,0,754,585.0,7
528.3836267,7397.370773999999,0,0,0,0,0,0.0,0
126.68065949999999,3547.0584659999995,0,0,0,0,0,0.0,0
988.5677885,4942.838943,0,0,0,0,0,0.0,0
301.400302,7836.407851999999,0,0,0,0,0,0.0,0
600.0,16200.0,1,1,1,1,754,585.0,7
406.09215980000005,3248.737278,0,0,0,0,0,0.0,0
753.3895864,11300.8438,0,0,0,0,712,638.0,5
672.271008,19495.859230000002,0,0,0,0,0,0.0,0
390.68140730000005,8594.990961,0,0,0,0,0,0.0,0
808.7891121,19410.93869,0,0,0,0,0,0.0,0
809.564612,1619.129224,0,0,0,0,0,0.0,0
594.8241401,13680.955219999998,0,0,1,0,0,0.0,0
758.3514489,0.0,0,0,0,0,0,0.0,0
430.1120321,2150.560161,0,0,0,0,0,0.0,0
611.2770644,7946.601837,0,0,0,0,0,0.0,0
546.9941245,10939.88249,0,0,0,0,0,0.0,0
373.76731639999997,9717.950226,0,6,0,0,0,0.0,0
831.8627613,49079.90292,0,0,1,1,0,0.0,0
154.0831148,770.415574,0,0,0,0,0,0.0,0
152.9351385,611.740554,0,4,0,0,0,0.0,0
43.64750081,1440.3675269999999,0,0,0,0,183,101.0,9
218.45658730000002,2839.9356350000003,0,0,0,0,0,0.0,0
74.34093079,743.4093079,0,0,0,0,0,0.0,0
397.8326505,9945.816262999999,0,7,0,0,993,330.0,4
377.35262939999996,8679.110476,0,6,0,0,0,0.0,0
794.5907717,17480.99698,0,0,1,0,0,0.0,0
201.5703129,4837.68751,0,0,0,0,0,0.0,0
199.0600513,5971.801539,0,0,0,0,0,0.0,0
799.2937744,22380.22568,0,0,0,0,0,0.0,0
916.9861934,15588.765290000001,0,4,0,0,0,0.0,0
869.7311365,2609.1934100000003,0,6,0,0,0,0.0,0
740.8754621,740.8754621,0,0,0,0,0,0.0,0
780.5518843,13269.382029999999,0,0,0,0,0,0.0,0
167.6351204,1676.3512039999998,0,0,0,0,0,0.0,0
543.9544327000001,2719.772164,0,0,0,0,0,0.0,0
104.6369234,2302.012315,0,0,0,0,0,0.0,0
626.6309792000001,17545.667419999998,0,0,0,0,0,0.0,0
438.5173091,11401.45004,0,0,0,0,0,0.0,0
991.3145867000001,2973.94376,0,0,0,0,0,0.0,0
627.6328189,15690.820469999999,0,0,0,0,0,0.0,0
131.78634440000002,131.78634440000002,0,0,0,0,0,0.0,0
796.4496467,19911.241169999998,0,8,1,1,0,0.0,0
978.0485146,3912.194058,0,0,1,0,0,0.0,0
52.06640915,572.7305007,0,0,0,0,0,0.0,0
354.2113665,10626.341,0,0,0,0,0,0.0,0
196.9789907,1378.852935,0,3,0,0,0,0.0,0
641.7271777000001,8984.180488,0,6,0,0,0,0.0,0
145.0681406,1450.6814060000002,0,0,1,0,0,0.0,0
968.9287957999999,15502.86073,0,0,0,0,0,0.0,0
841.6161207,13465.857930000002,0,2,0,0,0,0.0,0
813.2147357000001,813.2147357000001,0,0,1,0,0,0.0,0
367.8417769,9563.886198999999,0,0,0,0,0,0.0,0
86.35227213,2935.977252,0,0,0,0,993,992.0,7
563.0545480000001,23085.23647,0,2,1,0,0,0.0,0
375.0,4125.0,0,0,0,0,0,0.0,0
415.66026,2078.3013,0,0,0,0,0,0.0,0
152.2503117,913.5018702,0,0,0,0,0,0.0,0
393.7053746,11811.161240000001,0,3,1,1,0,0.0,0
66.77655374,2804.615257,0,5,0,0,993,954.0,2
716.4446716,21493.34015,0,0,0,0,0,0.0,0
296.85307689999996,8905.592306999999,0,0,0,0,0,0.0,0
258.4302829,7236.047920999999,0,5,0,0,0,0.0,0
263.0209924,6575.52481,0,0,0,0,0,0.0,0
575.8866276,9214.186042,0,3,0,0,0,0.0,0
60.58778153,1575.28232,0,0,0,0,0,0.0,0
257.6572172,515.3144344,0,0,0,0,0,0.0,0
604.4478462999999,13902.300459999999,0,6,0,0,0,0.0,0
931.3528386,27009.23232,0,0,0,0,0,0.0,0
328.9785598,0.0,0,0,0,0,0,0.0,0
398.2019538,9556.846891,0,0,0,0,0,0.0,0
101.28668540000001,506.43342699999994,0,3,0,0,0,0.0,0
184.4056494,4610.141235,0,3,0,0,0,0.0,0
874.0810163999998,16607.53931,0,6,1,0,0,0.0,0
636.2422785,12724.84557,0,0,0,0,0,0.0,0
460.88355099999995,460.88355099999995,0,0,0,0,948,520.0,4
